id,crop,state,report_week,growth_stage,pests,diseases,pest_or_disease,weather_condition,advisories,evidence_count,confidence,sowing_status,harvest_status,statistics
46221,Crop,Karnataka,2026-01-27,Active Growth,Many  Parts  Of  Madhya  Maharashtra; West  Madhya  Pradesh,None Reported,Many  Parts  Of  Madhya  Maharashtra; West  Madhya  Pradesh,,,1,0.9,,,
46253,Crop,Punjab,2026-01-27,Active Growth,Haryana,None Reported,Haryana,,,1,0.9,,,
46538,Oilseeds,Punjab,2026-01-27,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,,"Progress of area coverage under Rabi crops as on 23.01.2026 ------------------------------ ------------------------------ --------------- ---------------------------- ------------------------- ------------------------------ -------------------------------------------------- S. No. Crops Area (DES) Final Rabi Area 2024- 25 2025-26 Corresponding period 2024-25 corresponding period 2024-25 1 Wheat 312.35 328.04 334.17 328.04 6.13 2 Rice * 42.93 44.73 31.03 29.23 1.80 3 Pulses 140.42 134.08 137.55 133.94 3.61 a Gram 100.99 91.22 95.88 91.22 4.66 b Lentil 15.13 16.99 18.12 17.66 0.45 c Fieldpea $ 6.50 7.92 8.27 0.35 d Kulthi $ 1.98 1.98 2.41 0.43 e Urdbean * 6.16 6.18 4.81 5.25 0.44 f Moongbean* 1.41 1.36 0.90 0.95 0.04 g Lathyrus $ 2.79 2.98 2.92 0.06 h Other Pulses $ 5.46 18.33 4.95 5.25 0.30 4 Shri Anna & Coarse Cereals 4 Shri Anna & Coarse Cereals 55.33 59.05 60.70 57.45 3.25 a Jowar * 24.62 25.17 23.01 24.22 1.21 b Bajra # 0.59 0.16 0.14 0.02 c Ragi # 0.72 0.97 0.70 0.27 d Small Millets # 0.16 0.13 0.10 0.03 e Maize * 23.61 27.80 29.05 26.21 2.84 f Barley 5.63 6.08 7.37 6.08 1.29 ----- -------------------- -------- -------- -------- -------- -------- 5 Oilseeds 86.78 93.49 97.03 93.58 3.45 a Rapeseed & Mustard 79.17 86.57 89.36 86.57 2.79 b Groundnut * 3.69 3.37 3.52 3.37 0.15 c Safflower 0.72 0.64 0.89 0.67 0.22 d Sunflower * 0.79 0.81 0.64 0.53 0.12 e Sesamum * 0.48 0.41 0.22 0.33 0.10 f Linseed 1.93 1.69 1.99 1.76 0.23 g Other Oilseeds 0.00 0.40 0.35 0.05 Total Crops 637.81 659.39 660.48 642.24 18.24 Note: *Average of 2022-23 to 2024-25, $ average (2016-17 to 2020-21) as per DES, # Average of (2018-19 to 2022-23) as per CWWG report."
46220,Crop,Karnataka,2026-01-12,Active Growth,Saurashtra-Kutch; Some Parts Of Himachal Pradesh,None Reported,Saurashtra-Kutch; Some Parts Of Himachal Pradesh,,,1,0.9,,,
46239,Crop,Odisha,2026-01-12,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46252,Crop,Punjab,2026-01-12,Active Growth,Punjab; Uttar Pradesh,None Reported,Punjab; Uttar Pradesh,,,1,0.9,,,
46537,Oilseeds,Punjab,2026-01-12,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,," Wheat: About 334.17 lakh ha (107% of normal) area coverage under Wheat has been reported as compared to 328.04 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 89.36 (113% of normal) lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 86.57 lakh ha during the corresponding period of last year.
-
Gram: About 95.88 (95% of normal) lakh ha area coverage under Gram has been reported as compared to 91.22 lakh ha during the corresponding period of last year. (Area in lakh hactare) -------- ---------------------------- ------------------ -------------------------- ----------------------- ------------------------------ --------------------------------------------------------------- (DES) 2025-26 Corrosponding period 2024-25 1 Wheat 312.35 328.04 334.17 328.04 6.13 2 Rice * 42.93 44.73 21.71 19.49 2.22 3 Pulses 140.42 134.08 136.36 132.61 3.74 a Gram 100.99 91.22 95.88 91.22 4.66 b Lentil 15.13 16.99 18.12 17.66 0.45 c Fieldpea $ 6.50 7.92 8.27 0.35 d Kulthi $ 1.98 1.98 2.41 0.43 e Urdbean * 6.16 6.18 4.37 4.70 0.33 f Moongbean * 1.41 1.36 0.74 0.76 0.02 g Lathyrus $ 2.79 2.98 2.92 0.06 h Other Pulses $ 5.46 18.33 4.37 4.67 0.30 4 Shri Anna & Coarse cereals 55.33 59.05 55.20 53.17 2.03 a Jowar * 24.62 25.17 21.36 22.66 1.30 b Bajra # 0.59 0.15 0.14 0.00 c Ragi # 0.72 0.97 0.70 0.27 d Small Millets # 0.16 0.13 0.10 0.03 e Maize * 23.61 27.80 25.24 23.49 1.75 ----- -------------------- --------- --------- --------- --------- -------- f Barley 5.63 6.08 7.36 6.08 1.28 5 Oilseeds 86.78 93.49 96.86 93.33 3.53 a Rapeseed & Mustard 79.17 86.57 89.36 86.57 2.79 b Groundnut * 3.69 3.37 3.52 3.37 0.15 c Safflower 0.72 0.64 0.89 0.67 0.22 d Sunflower * 0.79 0.81 0.55 0.42 0.14 e Sesamum * 0.48 0.41 0.14 0.19 0.04 f Linseed 1.93 1.69 1.99 1.76 0.23 g Other Oilseeds 0.00 0.40 0.35 0.05 Total Crops 637.81 659.39 644.29 626.64 17.65"
46169,Bengal Gram (Gram/Chickpea),Odisha,2026-01-05,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 334.17 lakh ha (107% of normal) area coverage under Wheat has been reported as compared to 328.04 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 89.36 (113% of normal) lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 86.57 lakh ha during the corresponding period of last year.
-
Gram: About 95.88 (95% of normal) lakh ha area coverage under Gram has been reported as compared to 91.22 lakh ha during the corresponding period of last year."
46238,Crop,Odisha,2026-01-05,Active Growth,Adjoining Parts Of West Jharkhand; Haryana; Interior  Odisha; North  Madhya  Pradesh; North  Rajasthan; North Chhattisgarh,None Reported,Adjoining Parts Of West Jharkhand; Haryana; Interior  Odisha; North  Madhya  Pradesh; North  Rajasthan; North Chhattisgarh,,,1,0.9,,,
46529,Oilseeds,Odisha,2026-01-05,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,,"Progress of area coverage under Rabi crops as on 02.01.2026 ------------------------------ ------------------------------ ------------------------ ------------------------- ------------------------- ------------------------------ --------------------------------------------------------------- 1 Wheat 312.35 328.04 334.17 328.04 6.13 2 Rice * 42.93 44.73 17.57 14.90 2.67 3 Pulses 140.42 134.08 134.30 130.87 3.44 a Gram 100.99 91.22 95.88 91.22 4.66 b Lentil 15.13 16.99 17.06 16.85 0.21 c Fieldpea $ 6.50 7.92 8.27 0.35 d Kulthi $ 1.98 1.90 2.41 0.52 e Urdbean * 6.16 6.18 3.98 4.27 0.29 f Moongbean* 1.41 1.36 0.60 0.59 0.01 g Lathyrus $ 2.79 2.87 2.92 0.05 h Other Pulses $ 5.46 18.33 4.10 4.34 0.24 4 Shri Anna & Coarse Cereals 4 Shri Anna & Coarse Cereals 55.33 59.05 51.79 50.66 1.13 a Jowar * 24.62 25.17 20.74 22.00 1.26 b Bajra # 0.59 0.12 0.12 0.00 c Ragi # 0.72 0.70 0.51 0.20 d Small Millets # 0.16 0.13 0.10 0.04 e Maize * 23.61 27.80 23.32 21.87 1.45 f Barley 5.63 6.08 6.78 6.08 0.70 ----- -------------------- -------- -------- -------- -------- -------- 5 Oilseeds 86.78 93.49 96.30 93.27 3.04 a Rapeseed & Mustard 79.17 86.57 89.36 86.57 2.79 b Groundnut * 3.69 3.37 3.13 3.37 0.25 c Safflower 0.72 0.64 0.86 0.64 0.22 d Sunflower * 0.79 0.81 0.47 0.47 0.00 e Sesamum * 0.48 0.41 0.12 0.14 0.02 f Linseed 1.93 1.69 1.99 1.76 0.23 g Other Oilseeds 0.00 0.38 0.31 0.07 Total Crops 637.81 659.39 634.14 617.74 16.40 Note: *Average of 2022-23 to 2024-25, $ average (2016-17 to 2020-21) as per DES, # Average of (2018-19 to 2022-23) as per CWWG report."
46168,Bengal Gram (Gram/Chickpea),Odisha,2025-12-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 322.68 lakh ha (103% of normal) area coverage under Wheat has been reported as compared to 322.49 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 87.80 (111% of normal) lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 86.57 lakh ha during the corresponding period of last year.
-
Gram: About 95.88 (95% of normal) lakh ha area coverage under Gram has been reported as compared to 91.22 lakh ha during the corresponding period of last year."
46237,Crop,Odisha,2025-12-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46528,Oilseeds,Odisha,2025-12-29,Active Growth,None Reported,None Reported,None Reported,,,3,0.77,,,Progress of area coverage under Rabi crops as on 26.12.2025 -------- ---------------------------- --------------- ------------------------- ------------------------- ------------------------------ --------------------------------------------------------------- 1 Wheat 312.35 328.04 322.68 322.49 0.19 2 Rice * 42.93 44.73 14.90 13.01 1.89 3 Pulses 140.42 134.08 133.44 129.79 3.65 a Gram 100.99 91.22 95.88 91.22 4.66 b Lentil 15.13 16.99 17.06 16.85 0.21 c Fieldpea $ 6.50 7.92 8.27 0.35 d Kulthi $ 1.98 1.84 2.38 0.54 e Urdbean * 6.16 6.18 3.63 3.86 0.23 f Moongbean* 1.41 1.36 0.52 0.50 0.02 g Lathyrus $ 2.79 2.82 2.84 0.02 h Other Pulses $ 5.46 18.33 3.76 3.86 0.11 4 Shri Anna & Coarse Cereals 55.33 59.05 49.00 48.89 0.10 a Jowar * 24.62 25.17 20.38 22.00 1.62 b Bajra # 0.59 0.11 0.12 0.01 c Ragi # 0.72 0.69 0.49 0.20 d Small Millets # 0.16 0.13 0.09 0.03 e Maize * 23.61 27.80 20.92 20.12 0.80 f Barley 5.63 6.08 6.78 6.08 0.70 5 Oilseeds 86.78 93.49 94.29 93.25 1.04
46514,Oilseeds,All India,2025-12-22,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,," Wheat: About 301.63 lakh ha (96.5% of normal) area coverage under Wheat has been reported as compared to 300.34 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 87.80 (111% of normal) lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 86.57 lakh ha during the corresponding period of last year.
-
Gram: About 91.70 (91% of normal) lakh ha area coverage under Gram has been reported as compared to 86.81 lakh ha during the corresponding period of last year.
Progress of area coverage under Rabi crops as on 19.12.2025 (Area in lakh hactare) -------- ---------------------------- ------------------------ ------------------------- --------------------- ---------------------------------------- --------------------------------------------------------------- 1 Wheat 312.35 328.04 301.63 300.34 1.29 2 Rice * 42.93 44.73 13.35 11.52 1.83 3 Pulses 140.42 134.08 126.74 123.02 3.72 a Gram 100.99 91.22 91.70 86.81 4.89 b Lentil 15.13 16.99 15.76 15.83 0.08 c Fieldpea $ 6.50 7.92 8.27 0.35 d Kulthi $ 1.98 1.73 1.99 0.26 e Urdbean * 6.16 6.18 3.13 3.48 0.34 f Moongbean* 1.41 1.36 0.42 0.43 0.01 g Lathyrus $ 2.79 2.70 2.77 0.07 h Other Pulses $ 5.46 18.33 3.37 3.44 0.07 4 Shri Anna & Coarse Cereals 55.33 59.05 45.66 45.05 0.61 a Jowar * 24.62 25.17 19.62 21.39 1.78 b Bajra # 0.59 0.11 0.11 0.00 c Ragi # 0.72 0.68 0.48 0.21 d Small Millets # 0.16 0.13 0.10 0.03 e Maize * 23.61 27.80 18.34 16.90 1.45 f Barley 5.63 6.08 6.78 6.08 0.70 5 Oilseeds 86.78 93.49 93.33 92.65 0.67 a Rapeseed & Mustard 79.17 86.57 87.80 86.57 1.23 ----- ---------------------- --------- --------- --------- --------- -------- b Groundnut * 3.69 3.37 2.36 2.83 0.47 c Safflower 0.72 0.64 0.79 0.60 0.18 d Sunflower * 0.79 0.81 0.39 0.34 0.06 e Sesamum * 0.48 0.41 0.06 0.07 0.01 f Linseed 1.93 1.69 1.61 2.00 0.39 g Other Oilseeds 0.00 0.32 0.24 0.08 Total Crops 637.81 659.39 580.70 572.59 8.12 Note: *Average of 2022-23 to 2024-25, $ average (2016-17 to 2020-21) as per DES, # Average of (2018-19 to 2022-23) as per CWWG report."
46174,Bengal Gram (Gram/Chickpea),Punjab,2025-12-15,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 275.66 lakh ha (88% of normal) area coverage under Wheat has been reported as compared to 258.48 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 84.67 (107% of normal) lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 81.16 lakh ha during the corresponding period of last year.
-
Gram: About 84.91 (84% of normal) lakh ha area coverage under Gram has been reported as compared to 81.67 lakh ha during the corresponding period of last year."
46236,Crop,Odisha,2025-12-15,Active Growth,Adjoining Chhattisgarh; East Madhya Pradesh; Vidarbha,None Reported,Adjoining Chhattisgarh; East Madhya Pradesh; Vidarbha,,,1,0.9,,,
46251,Crop,Punjab,2025-12-15,Active Growth,Punjab,None Reported,Punjab,,,1,0.9,,,
46536,Oilseeds,Punjab,2025-12-15,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,,
46173,Bengal Gram (Gram/Chickpea),Punjab,2025-12-08,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 241.40 lakh ha area coverage under Wheat has been reported as compared to 217.81 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 79.88 lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 76.43 lakh ha during the corresponding period of last year.
-
Gram: About 77.84 lakh ha area coverage under Gram has been reported as compared to 75.16 lakh ha during the corresponding period of last year."
46227,Crop,Maharashtra,2025-12-08,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46250,Crop,Punjab,2025-12-08,Active Growth,Punjab,None Reported,Punjab,,,1,0.9,,,
46535,Oilseeds,Punjab,2025-12-08,Active Growth,None Reported,None Reported,None Reported,,,2,0.8,,,
46172,Bengal Gram (Gram/Chickpea),Punjab,2025-12-01,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 187.37 lakh ha area coverage under Wheat has been reported as compared to 160.26 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 77.06 lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 72.92 lakh ha during the corresponding period of last year.
-
Gram: About 62.49 lakh ha area coverage under Gram has been reported as compared to 60.13 lakh ha during the corresponding period of last year."
46249,Crop,Punjab,2025-12-01,Active Growth,Punjab,None Reported,Punjab,,,3,0.9,,,
46534,Oilseeds,Punjab,2025-12-01,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,
46171,Bengal Gram (Gram/Chickpea),Punjab,2025-11-24,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 128.37 lakh ha area coverage under Wheat has been reported as compared to 107.09 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 73.80 lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 69.58 lakh ha during the corresponding period of last year.
-
Gram: About 53.71 lakh ha area coverage under Gram has been reported as compared to 49.30 lakh ha during the corresponding period of last year."
46248,Crop,Punjab,2025-11-24,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46170,Bengal Gram (Gram/Chickpea),Punjab,2025-11-17,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,," Wheat: About 66.23 lakh ha area coverage under Wheat has been reported as compared to 56.55 lakh ha during the corresponding period of last year.
-
Rapeseed &amp; Mustard : About 64.23 lakh ha area coverage under Rapeseed &amp; Mustard has been reported as compared to 60.52 lakh ha during the corresponding period of last year.
-
Gram: About 37.43 lakh ha area coverage under Gram has been reported as compared to 34.04 lakh ha during the corresponding period of last year."
46247,Crop,Punjab,2025-11-17,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46533,Oilseeds,Punjab,2025-11-17,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,
46572,Rice,Jharkhand,2025-11-03,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,
46726,Unknown,All India,2025-10-27,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46202,Cotton,Gujarat,2025-10-13,Sowing,None Reported,None Reported,None Reported,,,1,0.9,"All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 03.10.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 120.41      | 119.04      | 1.37                               |
| Tur                  |            44.71 | 46.60       | 46.45       | 0.15                               |
| Urad                 |            32.64 | 24.37       | 22.87       | 1.50                               |
| Moong                |            35.69 | 34.87       | 34.96       |
0.09                              |
| Kulthi               |             1.72 | 0.72        | 0.56        | 0.16                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.39                              |
| Other Pulses         |             5.15 | 4.62        | 4.58        | 0.05                               |
| Total Coarse Cereals |           180.71 | 194.67      | 183.54      | 11.13                              |
| Jowar                |            15.07 | 14.07       | 14.21       |
0.14                              |
| Bajra                |            70.69 | 68.44       | 68.65       |
0.21                              |
| Ragi                 |            11.52 | 11.81       | 11.96       |
0.15                              |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.42        | 0.97                               |
| Total Oilseeds       |           194.63 | 190.13      | 200.75      |
10.62                             |
| Groundnut            |            45.10 | 48.36       | 49.96       |
1.60                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.71        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.51       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.04        | 0.98        | 0.06                               |
| Castorseed           |             9.65 | 8.98        | 8.39        | 0.60                               |
| Other Oilseeds       |                  | 0.08        | 0.08        | 0.00                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 110.03      | 112.97      |
2.94                              |
| Grand Total          |          1096.65 | 1121.46     | 1114.95     | 6.51                               |",,
46235,Crop,Odisha,2025-10-13,Active Growth,Chhattisgarh; Madhya  Pradesh; Sikkim,None Reported,Chhattisgarh; Madhya  Pradesh; Sikkim,,,1,0.9,,,
46444,Maize,Maharashtra,2025-10-13,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Soybean : About 120.45 lakh ha (94.7% of Normal) area coverage under Soyabean has been reported as compared to 129.55 lakh ha during the corresponding period of last year. Soyabean area diverted in Maize in MP and Maharashtra.
46453,Maize,Odisha,2025-10-13,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,"Rice : About 441.58 lakh ha (109.5% of Normal) area coverage under Kharif Rice as compared to 435.68 lakh ha during the corresponding period of last year.
- Maize : About 94.95 lakh ha (120.3% of Normal) area coverage under Maize has been reported as compared to 84.30 lakh ha during the corresponding period of last year.
- Moong : About 34.87 lakh ha (97.6% of Normal) area coverage under Moong as compared to 34.96 lakh ha during the corresponding period of last year."
46571,Rice,Gujarat,2025-10-13,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Cotton : About 110.03 lakh ha (85% of Normal) area coverage has been reported compared to 112.97 lakh ha during the corresponding period of last year. Cotton area diverted in Paddy and Groundnut respectively in Punjab &amp; Haryana and Gujarat.
46586,Rice,Maharashtra,2025-10-13,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Sugarcane : About 59.07 lakh ha area coverage under Sugarcane has been reported as compared to 57.22 lakh ha during the corresponding period of last year.
46201,Cotton,Gujarat,2025-10-06,Sowing,None Reported,None Reported,None Reported,,,1,0.9,"All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 03.10.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 120.41      | 119.04      | 1.37                               |
| Tur                  |            44.71 | 46.60       | 46.45       | 0.15                               |
| Urad                 |            32.64 | 24.37       | 22.87       | 1.50                               |
| Moong                |            35.69 | 34.87       | 34.96       |
0.09                              |
| Kulthi               |             1.72 | 0.72        | 0.56        | 0.16                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.39                              |
| Other Pulses         |             5.15 | 4.62        | 4.58        | 0.05                               |
| Total Coarse Cereals |           180.71 | 194.67      | 183.54      | 11.13                              |
| Jowar                |            15.07 | 14.07       | 14.21       |
0.14                              |
| Bajra                |            70.69 | 68.44       | 68.65       |
0.21                              |
| Ragi                 |            11.52 | 11.81       | 11.96       |
0.15                              |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.42        | 0.97                               |
| Total Oilseeds       |           194.63 | 190.13      | 200.75      |
10.62                             |
| Groundnut            |            45.10 | 48.36       | 49.96       |
1.60                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.71        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.51       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.04        | 0.98        | 0.06                               |
| Castorseed           |             9.65 | 8.98        | 8.39        | 0.60                               |
| Other Oilseeds       |                  | 0.08        | 0.08        | 0.00                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 110.03      | 112.97      |
2.94                              |
| Grand Total          |          1096.65 | 1121.46     | 1114.95     | 6.51                               |",,
46217,Crop,Gujarat,2025-10-06,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46226,Crop,Maharashtra,2025-10-06,Active Growth,None Reported,None Reported,None Reported,,,1,0.9,,,
46443,Maize,Maharashtra,2025-10-06,Active Growth,None Reported,None Reported,None Reported,,,2,0.7,,,"Rice : About 441.58 lakh ha (109.5% of Normal) area coverage under Kharif Rice as compared to 435.68 lakh ha during the corresponding period of last year.
- Maize : About 94.95 lakh ha (120.3% of Normal) area coverage under Maize has been reported as compared to 84.30 lakh ha during the corresponding period of last year.
- Moong : About 34.87 lakh ha (97.6% of Normal) area coverage under Moong as compared to 34.96 lakh ha during the corresponding period of last year.,- Soybean : About 120.45 lakh ha (94.7% of Normal) area coverage under Soyabean has been reported as compared to 129.55 lakh ha during the corresponding period of last year. Soyabean area diverted in Maize in MP and Maharashtra."
46570,Rice,Gujarat,2025-10-06,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Cotton : About 110.03 lakh ha (85% of Normal) area coverage has been reported compared to 112.97 lakh ha during the corresponding period of last year. Cotton area diverted in Paddy and Groundnut respectively in Punjab &amp; Haryana and Gujarat.
46585,Rice,Maharashtra,2025-10-06,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Sugarcane : About 59.07 lakh ha area coverage under Sugarcane has been reported as compared to 57.22 lakh ha during the corresponding period of last year.
46200,Cotton,Gujarat,2025-09-29,Sowing,None Reported,None Reported,None Reported,,,2,0.9,"All India: Progressive Crop Area Sown Report
Kharif Weekly area coverage as on 26.09.2025
Source: CWWG (via API)
Area in Lakh Ha
|                      |   Normal (DA&FW) | Area Sown   | Area Sown   | Difference In Area Coverage Over   |
|----------------------|------------------|-------------|-------------|------------------------------------|
| Crop                 |                  | 2025-26     | 2024-25     | 2024-25                            |
| Rice                 |           403.09 | 441.58      | 435.68      | 5.91                               |
| Total Pulses         |           129.61 | 119.85      | 118.95      | 0.90                               |
| Tur                  |            44.71 | 46.31       | 46.39       |
0.08                              |
| Urad                 |            32.64 | 24.29       | 22.87       | 1.42                               |
| Moong                |            35.69 | 34.84       | 34.96       |
0.12                              |
| Kulthi               |             1.72 | 0.67        | 0.56        | 0.12                               |
| Moth Bean            |             9.70 | 9.24        | 9.63        |
0.40                              |
| Other Pulses         |             5.15 | 4.51        | 4.55        |
0.04                              |
| Total Coarse Cereals |           180.71 | 194.67      | 182.66      | 12.01                              |
| Jowar                |            15.07 | 14.07       | 14.15       |
0.08                              |
| Bajra                |            70.69 | 68.44       | 68.65       | 0.21                               |
| Ragi                 |            11.52 | 11.81       | 11.00       | 0.81                               |
| Maize                |            78.95 | 94.95       | 84.30       | 10.65                              |
| Small Millets        |             4.48 | 5.39        | 4.56        | 0.84                               |
| Total Oilseeds       |           194.63 | 190.01      | 200.52      |
10.52                             |
| Groundnut            |            45.10 | 48.31       | 49.96       |
1.65                              |
| Soybean              |           127.19 | 120.45      | 129.55      |
9.10                              |
| Sunflower            |             1.29 | 0.70        | 0.73        |
0.02                              |
| Sesamum              |            10.32 | 10.50       | 11.07       |
0.56                              |
| Nigerseed            |             1.08 | 1.02        | 0.98        | 0.05                               |
| Castorseed           |             9.65 | 8.94        | 8.17        | 0.77                               |
| Other Oilseeds       |                  | 0.08        | 0.07        | 0.01                               |
| Sugarcane            |            52.51 | 59.07       | 57.22       | 1.86                               |
| Jute and Mesta       |             6.60 | 5.56        | 5.75        |
0.18                              |
| Cotton               |           129.50 | 109.98      | 112.95      |
2.97                              |
| Grand Total          |          1096.65 | 1120.73     | 1113.72     | 7.01                               |",,
46216,Crop,Gujarat,2025-09-29,Active Growth,None Reported,None Reported,None Reported,,,2,0.9,,,
46412,Maize,Gujarat,2025-09-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,"Rice : About 441.58 lakh ha (109.5% of Normal) area coverage under Kharif Rice as compared to 435.68 lakh ha during the corresponding period of last year.
- Maize : About 94.95 lakh ha (120.3% of Normal) area coverage under Maize has been reported as compared to 84.30 lakh ha during the corresponding period of last year.
- Moong : About 34.84 lakh ha (97.6% of Normal) area coverage under Moong as compared to 34.96 lakh ha during the corresponding period of last year."
46442,Maize,Maharashtra,2025-09-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Soybean : About 120.45 lakh ha (94.7% of Normal) area coverage under Soyabean has been reported as compared to 129.55 lakh ha during the corresponding period of last year. Soyabean area diverted in Maize in MP and Maharashtra.
46569,Rice,Gujarat,2025-09-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,"- Cotton : About 109.98 lakh ha (84.9% of Normal) area coverage has been reported compared to 112.95 lakh ha during the corresponding period of last year. Cotton area diverted in Paddy and Groundnut, respectively in Punjab &amp; Haryana and Gujarat."
46584,Rice,Maharashtra,2025-09-29,Active Growth,None Reported,None Reported,None Reported,,,1,0.7,,,- Sugarcane : About 59.07 lakh ha area coverage under Sugarcane has been reported as compared to 57.22 lakh ha during the corresponding period of last year.
