id,crop,state,district,report_date,report_week,growth_stage,pest,disease,weather_condition,advisory,page_number,source_pdf,confidence,original_text,source_method,pipeline_version,dictionary_version,chunk_id,verification_status
1071,Groundnut,Madhya Pradesh,State-wide,2026-04-13,4,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,"5 Oilseeds 86.78 97.19 97.63 Overall around 98% area has been harvested mainly in Rapeseed & Mustard (99.99%), Groundnut (45%), Safflower (83%), Sunflower (89%), Linseed (99%), etc has already been harvested.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c58,VERIFIED
1072,Mustard,Andhra Pradesh,State-wide,2026-04-13,4,Harvesting,Mustard Is 100% Harvested In Andhra Pradesh,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Mustard is 100% harvested in Andhra Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c59,VERIFIED
1073,Groundnut,Telangana,State-wide,2026-04-13,4,Harvesting,Groundnut In Telangana Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Telangana has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c60,VERIFIED
1074,Groundnut,Tamil Nadu,State-wide,2026-04-13,4,Harvesting,Groundnut In Tamil Nadu Has 55% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Tamil Nadu has 55% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c61,VERIFIED
1075,Groundnut,Andhra Pradesh,State-wide,2026-04-13,4,Harvesting,Groundnut In Andhra Pradesh Has 35% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Andhra Pradesh has 35% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c62,VERIFIED
1076,Groundnut,Karnataka,State-wide,2026-04-13,4,Harvesting,Groundnut In Karnataka Has 20% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Karnataka has 20% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c63,VERIFIED
1077,Groundnut,Karnataka,State-wide,2026-04-13,4,Harvesting,Groundnut In Karnataka Has 92% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Karnataka has 92% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c64,VERIFIED
1078,Groundnut,Andhra Pradesh,State-wide,2026-04-13,4,Harvesting,Groundnut In Andhra Pradesh Has 47% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Andhra Pradesh has 47% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c65,VERIFIED
1079,Groundnut,Telangana,State-wide,2026-04-13,4,Harvesting,Groundnut In Telangana Has 30% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Groundnut in Telangana has 30% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c66,VERIFIED
1080,Sunflower,Karnataka,State-wide,2026-04-13,4,Harvesting,Sunflower Is 100% Harvested In Karnataka,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sunflower is 100% harvested in Karnataka.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c67,VERIFIED
1081,Sunflower,Maharashtra,State-wide,2026-04-13,4,Harvesting,Sunflower In Maharashtra Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sunflower in Maharashtra has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c68,VERIFIED
1082,Sunflower,Tamil Nadu,State-wide,2026-04-13,4,Harvesting,Sunflower In Tamil Nadu Has 97% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sunflower in Tamil Nadu has 97% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c69,VERIFIED
1083,Sesame (Sesamum),Odisha,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) Is 100% Harvested In Odisha,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) is 100% harvested in Odisha.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c70,VERIFIED
1084,Sesame (Sesamum),Chhattisgarh,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) Is 100% Harvested In Chhattisgarh,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) is 100% harvested in Chhattisgarh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c71,VERIFIED
1085,Sesame (Sesamum),Maharashtra,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) In Maharashtra Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) in Maharashtra has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c72,VERIFIED
1086,Sesame (Sesamum),Tamil Nadu,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) In Tamil Nadu Has 40% Harvested,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) in Tamil Nadu has 40% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c73,VERIFIED
1087,Sesame (Sesamum),Tamil Nadu,State-wide,2026-04-13,4,Active Growth,None,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.7,----- ---------------- -------- -------- --------- -----------------------------------------------------------------------------------------------------------------,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c74,VERIFIED
1088,Sesame (Sesamum),Maharashtra,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) Is 100% Harvested In Maharashtra,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) is 100% harvested in Maharashtra.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c75,VERIFIED
1089,Sesame (Sesamum),Bihar,State-wide,2026-04-13,4,Harvesting,Sesame (Sesamum) Is 100% Harvested In Bihar,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,Sesame (Sesamum) is 100% harvested in Bihar.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c76,VERIFIED
1090,Oilseeds,Bihar,State-wide,2026-04-13,4,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 13.04.2026.pdf,0.9,"g Other Oilseeds 0.00 0.40 95.82 Harvesting is going on in afull swing. Total Crops 637.81 680.18 73.83 Source: Crop Division, DoA&amp;FW.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 13.04.2026_p1_c77,VERIFIED
827,Rice,All India,State-wide,2026-04-06,4,Sowing,None,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9," As on April 03, 2026, the area sown under summer crops is 58.29 lakh ha as compared to 57.80 lakh ha during the corresponding period of last year. Of this, area of 30.12 lakh ha has been sown under Rice this year.
-",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c1,VERIFIED
828,Rice,All India,State-wide,2026-04-06,4,Harvesting,"As On 27.03.2026, 32.26% Of Area Has Been Harvested For Rabi Crops All Over India. Approximately 67% Area  Of  Pulses  Mainly  In  Gram  (66%),  Urdbean  (86%)  &Amp;  Moong  (63%);  71.56%  Area  Of  Oilseeds Majorly In Rapeseed &Amp; Mustard (75.53%); 38.31% Area Of Shri Anna Cum Coarse Cereals Majorly In Jowar (54.47%), 25.57% Area Of Rice And 6.00% Area Of Wheat  Has Been Harvested For Rabi Crops 2025-26",None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,"As on 27.03.2026, 32.26% of area has been harvested for Rabi crops all over India. Approximately 67% area of Pulses mainly in Gram (66%), Urdbean (86%) &amp; Moong (63%); 71.56% area of Oilseeds majorly in Rapeseed &amp; Mustard (75.53%); 38.31% area of Shri Anna cum Coarse Cereals majorly in Jowar (54.47%), 25.57% area of Rice and 6.00% area of Wheat has been harvested for Rabi crops 2025-26.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c2,VERIFIED
829,Crop,Odisha,State-wide,2026-04-06,4,Active Growth,"Maximum Temperature Is Likely To Be Above Normal In North East India, Many Parts Of Bihar, Many Parts Of J&Amp;K And In Coastal Regions Of Odisha, Coastal Andhra Pradesh And Kerala",None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9," Maximum Temperature is likely to be above normal in North East India, many parts of Bihar, many parts of J&amp;K and in coastal regions of Odisha, Coastal Andhra Pradesh and Kerala.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c3,VERIFIED
830,Crop,Odisha,State-wide,2026-04-06,4,Active Growth,Low Probability  Of  Heat  Wave  Conditions  Likely  During  The  Second  Half  Of  The  Week  Over  Coastal Odisha And Adjoining North Coastal Andhra Pradesh,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9, Low Probability of Heat Wave conditions likely during the second half of the week over Coastal Odisha and adjoining north Coastal Andhra Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c4,VERIFIED
831,Crop,Odisha,State-wide,2026-04-06,4,Active Growth,"Appreciably  Above  Normal  (+3.1  To  +5.0°C)  Maximum  Temperatures  Are  Likely  Over  Some  Parts  Of Interior &Amp; Coastal Odisha And Adjoining Coastal Andhra Pradesh; Normal To Above-Normal Maximum Temperatures ((+1.6 To +3.0°C) Are Likely Over Some Parts Of The East, South And Western Parts Of India (Gangetic West Bengal, Odisha, Coastal Andhra Pradesh, Tamil Nadu, Southern Parts Of Kerala, Coastal  Regions  Of  Gujarat  State,  Konkan,  Goa  And  Coastal  Karnataka).  Normal  To  Below  Normal Weekly Maximum Temperatures Are Likely Across The Rest Of The Country",None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,"Appreciably above normal (+3.1 to +5.0°C) maximum temperatures are likely over some parts of interior &amp; coastal Odisha and adjoining Coastal Andhra Pradesh; normal to above-normal maximum temperatures ((+1.6 to +3.0°C) are likely over some parts of the East, South and Western parts of India (Gangetic West Bengal, Odisha, Coastal Andhra Pradesh, Tamil Nadu, southern parts of Kerala, coastal regions of Gujarat state, Konkan, Goa and coastal Karnataka). Normal to below normal weekly maximum temperatures are likely across the rest of the country.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c5,VERIFIED
832,Wheat,Odisha,State-wide,2026-04-06,4,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9," Rice : About 30.12 lakh ha area coverage under Summer Rice has been reported as compared to 32.59 lakh ha during the corresponding period of last year.
-
Pulses : About 8.79 lakh ha area coverage has been reported compared to 7.02 lakh ha during the corresponding period of last year.
-
Oilseeds : About 7.74 lakh ha area coverage has been reported compared to 7.42 lakh ha during the corresponding period of last year. Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 Progress of Area coverage under Summer crops as on 03.04.2026 ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- ----------------------------------------------------------------- Normal Summer Area (DES)* Final Summer Area 2025 Area Sown Area Sown (In lakh hectare) Sl. No. Crops Normal Summer Area (DES)* Final Summer Area 2025 Current Year (2026) Corresponding period of Last Year (2025) Decrease corresponding period of year 1 Rice 31.49 33.28 30.12 32.59 2.47 2 Pulses 23.40 27.07 8.79 7.02 1.77 a Greengram 20.44 23.49 6.09 4.91 1.18 b Blackgram 2.96 3.58 2.42 1.93 0.49 c Other Pulses 0.00 0.28 0.17 0.11 3 Shree Anna cum Coarse Cereals 12.08 14.06 11.64 10.77 0.87 a Jowar 0.34 0.36 0.32 0.41 0.10 b Bajra 4.43 5.20 3.91 3.15 0.76 c Ragi 0.31 0.21 0.16 0.05 d Small Millets 0.02 0.03 0.03 0.00 e Maize 6.98 8.50 7.18 7.01 0.17 4 Oilseeds 8.40 9.51 7.74 7.42 0.31 a Groundnut 3.40 4.20 4.59 4.20 0.39 b Sunflower 0.34 0.35 0.38 0.36 0.03 c Sesamum 4.66 4.96 2.71 2.80 0.09 d Other Oilseeds 0.00 0.05 0.06 0.01 Total Total 75.37 83.92 49.87 58.29 0.48 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 SOWING AND HARVESTING STATUS OF RABI CROPS AS ON 03.04.2026 --------------------------------------------------------------- --------------------------------------------------------------- --------------------------------------------------------------- --------------------------------------------------------------- --------------------------------------------------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c6,VERIFIED
833,Wheat,Karnataka,State-wide,2026-04-06,4,Harvesting,Wheat In Karnataka Has 98% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Wheat in Karnataka has 98% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c7,VERIFIED
834,Wheat,Gujarat,State-wide,2026-04-06,4,Harvesting,Wheat In Gujarat Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Wheat in Gujarat has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c8,VERIFIED
835,Wheat,Maharashtra,State-wide,2026-04-06,4,Harvesting,Wheat In Maharashtra Has 17% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Wheat in Maharashtra has 17% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c9,VERIFIED
836,Wheat,Madhya Pradesh,State-wide,2026-04-06,4,Harvesting,Wheat In Madhya Pradesh Has 40% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Wheat in Madhya Pradesh has 40% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c10,VERIFIED
837,Wheat,Rajasthan,State-wide,2026-04-06,4,Harvesting,Wheat In Rajasthan Has 50% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Wheat in Rajasthan has 50% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c11,VERIFIED
838,Rice,Tamil Nadu,State-wide,2026-04-06,4,Harvesting,Rice In Tamil Nadu Has 85% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Rice in Tamil Nadu has 85% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c12,VERIFIED
839,Rice,Kerala,State-wide,2026-04-06,4,Harvesting,Rice In Kerala Has 80% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Rice in Kerala has 80% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c13,VERIFIED
840,Rice,Tripura,State-wide,2026-04-06,4,Harvesting,Rice In Tripura Has 50% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Rice in Tripura has 50% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c14,VERIFIED
841,Rice,Andhra Pradesh,State-wide,2026-04-06,4,Harvesting,Rice In Andhra Pradesh Has 20% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Rice in Andhra Pradesh has 20% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c15,VERIFIED
842,Green Gram (Moong),Andhra Pradesh,State-wide,2026-04-06,4,Harvesting,None,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,"3 Pulses 140.42 139.55 82.00 Overall around 82% area has been harvested mainly in Gram (82%), Lentil (66%), Fieldpae (94%), Urdbean (93%), Moongbean (69%), etc has already been harvested.",rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c16,VERIFIED
843,Bengal Gram (Gram/Chickpea),Andhra Pradesh,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) Is 100% Harvested In Andhra Pradesh,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) is 100% harvested in Andhra Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c17,VERIFIED
844,Bengal Gram (Gram/Chickpea),Gujarat,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) Is 100% Harvested In Gujarat,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) is 100% harvested in Gujarat.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c18,VERIFIED
845,Bengal Gram (Gram/Chickpea),Maharashtra,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Maharashtra Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Maharashtra has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c19,VERIFIED
846,Bengal Gram (Gram/Chickpea),Karnataka,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Karnataka Has 85% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Karnataka has 85% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c20,VERIFIED
847,Bengal Gram (Gram/Chickpea),Madhya Pradesh,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Madhya Pradesh Has 70% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Madhya Pradesh has 70% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c21,VERIFIED
848,Bengal Gram (Gram/Chickpea),Rajasthan,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Rajasthan Has 70% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Rajasthan has 70% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c22,VERIFIED
849,Bengal Gram (Gram/Chickpea),Chhattisgarh,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Chhattisgarh Has 85% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Chhattisgarh has 85% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c23,VERIFIED
850,Bengal Gram (Gram/Chickpea),Uttar Pradesh,State-wide,2026-04-06,4,Harvesting,Bengal Gram (Gram/Chickpea) In Uttar Pradesh Has 60% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Bengal Gram (Gram/Chickpea) in Uttar Pradesh has 60% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c24,VERIFIED
851,Lentil (Masur),Uttar Pradesh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Uttar Pradesh Has 60% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Uttar Pradesh has 60% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c25,VERIFIED
852,Lentil (Masur),West Bengal,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In West Bengal Has 85% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in West Bengal has 85% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c26,VERIFIED
853,Lentil (Masur),Madhya Pradesh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Madhya Pradesh Has 75% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Madhya Pradesh has 75% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c27,VERIFIED
854,Lentil (Masur),Bihar,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Bihar Has 50% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Bihar has 50% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c28,VERIFIED
855,Lentil (Masur),West Bengal,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) Is 100% Harvested In West Bengal,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) is 100% harvested in West Bengal.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c29,VERIFIED
856,Lentil (Masur),Madhya Pradesh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) Is 100% Harvested In Madhya Pradesh,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) is 100% harvested in Madhya Pradesh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c30,VERIFIED
857,Lentil (Masur),Assam,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) Is 100% Harvested In Assam,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) is 100% harvested in Assam.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c31,VERIFIED
858,Lentil (Masur),Uttar Pradesh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Uttar Pradesh Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Uttar Pradesh has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c32,VERIFIED
859,Lentil (Masur),Jharkhand,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Jharkhand Has 60% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Jharkhand has 60% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c33,VERIFIED
860,Lentil (Masur),Bihar,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Bihar Has 70% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Bihar has 70% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c34,VERIFIED
861,Lentil (Masur),Karnataka,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) Is 100% Harvested In Karnataka,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) is 100% harvested in Karnataka.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c35,VERIFIED
862,Lentil (Masur),Tamil Nadu,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Tamil Nadu Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Tamil Nadu has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c36,VERIFIED
863,Lentil (Masur),West Bengal,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In West Bengal Has 95% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in West Bengal has 95% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c37,VERIFIED
864,Lentil (Masur),Tamil Nadu,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) Is 100% Harvested In Tamil Nadu,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) is 100% harvested in Tamil Nadu.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c38,VERIFIED
865,Lentil (Masur),Andhra Pradesh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Andhra Pradesh Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Andhra Pradesh has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c39,VERIFIED
866,Lentil (Masur),Chhattisgarh,State-wide,2026-04-06,4,Harvesting,Lentil (Masur) In Chhattisgarh Has 25% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Lentil (Masur) in Chhattisgarh has 25% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c40,VERIFIED
867,Green Gram (Moong),Tamil Nadu,State-wide,2026-04-06,4,Harvesting,Green Gram (Moong) In Tamil Nadu Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Green Gram (Moong) in Tamil Nadu has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c41,VERIFIED
868,Green Gram (Moong),Andhra Pradesh,State-wide,2026-04-06,4,Harvesting,Green Gram (Moong) In Andhra Pradesh Has 85% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Green Gram (Moong) in Andhra Pradesh has 85% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c42,VERIFIED
869,Green Gram (Moong),Chhattisgarh,State-wide,2026-04-06,4,Harvesting,Green Gram (Moong) Is 100% Harvested In Chhattisgarh,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Green Gram (Moong) is 100% harvested in Chhattisgarh.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c43,VERIFIED
870,Green Gram (Moong),West Bengal,State-wide,2026-04-06,4,Harvesting,Green Gram (Moong) In West Bengal Has 90% Harvested,None,,,1,Minutes of the meeting of CWWG as on 06.04.2026.pdf,0.9,Green Gram (Moong) in West Bengal has 90% harvested.,rule_based,2.1,1.0,Minutes of the meeting of CWWG as on 06.04.2026_p1_c44,VERIFIED
